     Date/Time     ,   Chan 0
2022 January 21 08:02:43.197284,     2.11881
2022 January 21 08:02:43.299017,     0.00070
2022 January 21 08:02:43.401098,     0.00070
2022 January 21 08:02:43.503039,    -0.00022
2022 January 21 08:02:43.604981,     0.00039
2022 January 21 08:02:43.706964,    -0.00022
2022 January 21 08:02:43.809037,     0.00039
2022 January 21 08:02:43.911452,     1.87839
2022 January 21 08:02:44.013654,     3.11375
2022 January 21 08:02:44.115818,     3.16646
2022 January 21 08:02:44.218486,     3.15228
2022 January 21 08:02:44.321145,     3.16307
2022 January 21 08:02:44.423619,     3.15875
2022 January 21 08:02:44.525925,     3.04348
2022 January 21 08:02:44.628120,     2.67515
2022 January 21 08:02:44.730524,     2.47820
2022 January 21 08:02:44.832950,     2.46957
2022 January 21 08:02:44.935361,     2.47234
2022 January 21 08:02:45.037765,     2.47049
2022 January 21 08:02:45.140373,     2.48004
2022 January 21 08:02:45.242820,     2.93806
2022 January 21 08:02:45.345255,     3.80509
2022 January 21 08:02:45.447684,     4.44497
2022 January 21 08:02:45.550112,     4.89312
2022 January 21 08:02:45.652521,     5.16282
2022 January 21 08:02:45.754927,     5.15449
2022 January 21 08:02:45.857162,     5.14032
2022 January 21 08:02:45.959361,     5.15604
2022 January 21 08:02:46.061805,     5.03059
2022 January 21 08:02:46.164349,     4.13798
2022 January 21 08:02:46.266802,     3.56715
2022 January 21 08:02:46.369139,     3.17077
2022 January 21 08:02:46.471249,     2.94669
2022 January 21 08:02:46.573686,     2.93652
2022 January 21 08:02:46.675918,     2.93776
2022 January 21 08:02:46.778099,     2.93621
2022 January 21 08:02:46.880371,     2.93683
2022 January 21 08:02:46.982531,     2.94145
2022 January 21 08:02:47.084970,     2.93652
2022 January 21 08:02:47.187365,     2.95132
2022 January 21 08:02:47.289868,     3.12207
2022 January 21 08:02:47.392290,     3.26355
2022 January 21 08:02:47.494703,     3.27403
2022 January 21 08:02:47.597111,     3.27526
2022 January 21 08:02:47.699464,     3.26971
2022 January 21 08:02:47.801568,     3.27279
2022 January 21 08:02:47.904083,     3.26971
2022 January 21 08:02:48.005963,     3.26971
2022 January 21 08:02:48.107541,     3.26848
2022 January 21 08:02:48.209152,     3.27002
2022 January 21 08:02:48.310713,     3.27279
2022 January 21 08:02:48.412253,     3.27002
2022 January 21 08:02:48.513795,     3.27618
2022 January 21 08:02:48.615348,     3.26910
2022 January 21 08:02:48.716897,     3.27156
2022 January 21 08:02:48.818519,     3.27033
2022 January 21 08:02:48.920122,     3.26817
2022 January 21 08:02:49.021634,     3.27033
2022 January 21 08:02:49.123174,     3.26786
2022 January 21 08:02:49.224716,     3.27249
2022 January 21 08:02:49.326272,     3.25646
2022 January 21 08:02:49.427827,     3.26016
2022 January 21 08:02:49.529428,     3.27372
2022 January 21 08:02:49.630971,     3.27187
2022 January 21 08:02:49.732505,     3.27033
2022 January 21 08:02:49.834036,     3.26725
2022 January 21 08:02:49.935564,     3.27002
2022 January 21 08:02:50.037094,     3.26786
2022 January 21 08:02:50.138672,     3.27403
2022 January 21 08:02:50.240125,     3.25892
2022 January 21 08:02:50.341426,     3.26848
2022 January 21 08:02:50.442951,     3.26817
2022 January 21 08:02:50.544403,     3.27156
2022 January 21 08:02:50.645704,     3.27218
2022 January 21 08:02:50.747153,     3.26694
2022 January 21 08:02:50.848503,     3.27156
2022 January 21 08:02:50.949952,     3.26601
2022 January 21 08:02:51.051263,     3.26940
2022 January 21 08:02:51.152786,     3.26632
2022 January 21 08:02:51.254298,     3.26848
2022 January 21 08:02:51.355737,     3.26694
2022 January 21 08:02:51.457030,     3.26879
2022 January 21 08:02:51.558692,     3.27218
2022 January 21 08:02:51.661340,     3.25769
2022 January 21 08:02:51.762638,     3.27187
2022 January 21 08:02:51.864079,     3.27310
2022 January 21 08:02:51.965368,     3.26879
2022 January 21 08:02:52.066918,     3.26755
2022 January 21 08:02:52.168483,     3.27125
2022 January 21 08:02:52.269962,     3.27094
2022 January 21 08:02:52.371258,     3.27033
2022 January 21 08:02:52.472709,     3.26879
2022 January 21 08:02:52.573995,     3.26879
2022 January 21 08:02:52.677047,     3.27249
2022 January 21 08:02:52.778589,     3.27156
2022 January 21 08:02:52.881560,     3.27156
2022 January 21 08:02:52.984626,     3.27033
2022 January 21 08:02:53.086224,     3.27218
2022 January 21 08:02:53.189399,     3.27403
2022 January 21 08:02:53.291338,     3.26663
2022 January 21 08:02:53.392328,     3.26047
2022 January 21 08:02:53.493283,     3.25738
2022 January 21 08:02:53.594221,     3.26355
2022 January 21 08:02:53.695198,     3.26509
2022 January 21 08:02:53.796194,     3.26201
2022 January 21 08:02:53.897138,     3.27187
2022 January 21 08:02:53.998292,     3.27033
2022 January 21 08:02:54.099802,     3.27002
2022 January 21 08:02:54.201569,     3.27187
2022 January 21 08:02:54.303070,     3.27156
2022 January 21 08:02:54.404578,     3.26879
2022 January 21 08:02:54.506124,     3.27064
2022 January 21 08:02:54.607773,     3.27156
2022 January 21 08:02:54.710961,     3.27711
2022 January 21 08:02:54.814115,     3.27002
2022 January 21 08:02:54.917075,     3.26416
